排名,名称,年份,发行商,北美销量(百万),欧洲销量(百万),日本销量(百万),其他地区销量(百万),全球销量(百万),类型,平台
15464,AIR,2007,Prototype,0,0,0.02,0,0.02,冒险,PlayStation Portable
15465,Crysis: Warhead,2008,Electronic Arts,0,0.02,0,0,0.02,射击,个人电脑
15466,Hana to Otome ni Shukufuku o: Harekaze no Okurimono,2010,Alchemist,0,0,0.02,0,0.02,冒险,PlayStation 2
15467,Dino Dini's Kick Off Revival,2016,Avanquest,0,0.02,0,0,0.02,体育,PlayStation 4
15468,Garfield Gets Real,2009,Zushi Games,0,0.02,0,0,0.02,动作,任天堂DS
15469,Mighty No. 9,2016,Deep Silver,0.01,0.01,0,0,0.02,平台跳跃,任天堂Wii U
15470,Atlantic Quest,2011,Avanquest,0,0.02,0,0,0.02,益智,个人电脑
15471,Tycoon City: New York,2006,Atari,0,0.02,0,0,0.02,策略,个人电脑
15472,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.5,2015,Namco Bandai Games,0,0,0.02,0,0.02,动作,PlayStation 3
15473,Agatha Christie: The ABC Murders,2016,Microids,0,0.02,0,0,0.02,冒险,个人电脑
15474,Virtua Pro Football,2006,Sega,0,0,0.02,0,0.02,体育,PlayStation 2
15475,Date-A-Live Twin Edition: Rio Reincarnation,2015,Compile Heart,0,0,0.02,0,0.02,动作,PlayStation Vita
15476,Adidas Power Soccer 98,1998,Psygnosis,0.01,0.01,0,0,0.02,体育,PlayStation
15477,Natsuiro High School: Seishun Hakusho,2015,D3Publisher,0,0,0.02,0,0.02,动作,PlayStation 4
15478,Black Rose Valkyrie,2016,Idea Factory,0,0,0.02,0,0.02,角色扮演,PlayStation 4
15479,Yu-Gi-Oh! 5D's Wheelie Breakers (JP sales),,Unknown,0,0,0.02,0,0.02,竞速,任天堂Wii
15480,Heroes VS,2013,Namco Bandai Games,0,0,0.02,0,0.02,格斗,PlayStation Portable
15481,Kazoku Keikaku,2010,CyberFront,0,0,0.02,0,0.02,冒险,PlayStation Portable
15482,Sotsugyou II: Neo Generation Special,1995,Imageworks,0,0,0.02,0,0.02,模拟,3DO
15483,"Transformers: Revenge of the Fallen (XBox 360, PS3, & PC Versions)",2009,Activision,0.02,0,0,0,0.02,射击,个人电脑
15484,Agatha Christie's The ABC Murders,2016,Microids,0.01,0.01,0,0,0.02,冒险,PlayStation 4
15485,Tom Clancy's Splinter Cell Classic Trilogy HD,2011,Ubisoft,0.02,0,0,0,0.02,动作,PlayStation 3
15486,Aoishiro,2008,Success,0,0,0.02,0,0.02,冒险,PlayStation 2
15487,Rainbow Islands Revolution,2005,Rising Star Games,0.01,0,0,0,0.02,平台跳跃,任天堂DS
15488,"Warhammer 40,000: Dawn of War: Soulstorm",2008,THQ,0,0.02,0,0,0.02,策略,个人电脑
15489,Virtual Kasparov,2002,Titus,0.01,0.01,0,0,0.02,策略,任天堂Game Boy Advance
15490,Codename: Kids Next Door: Operation V.I.D.E.O.G.A.M.E.,2005,Global Star,0.01,0,0,0,0.02,平台跳跃,Xbox
15491,Dynasty Warriors 8: Empires,2015,Tecmo Koei,0,0,0.02,0,0.02,动作,PlayStation Vita
15492,Mary King's Riding School,2008,Ghostlight,0,0.02,0,0,0.02,模拟,任天堂DS
15493,Devil Survivor: Over Clock,2015,Atlus,0,0,0.02,0,0.02,策略,任天堂3DS
15494,PC Engine Best Collection: Tengai Makyou Collection,2008,Hudson Soft,0,0,0.02,0,0.02,角色扮演,PlayStation Portable
15495,Commandos 3: Destination Berlin,2003,Eidos Interactive,0,0.02,0,0,0.02,策略,个人电脑
15496,Otoko Yukaku,2015,D3Publisher,0,0,0.02,0,0.02,动作,PlayStation Vita
15497,Speed Kings,2003,Acclaim Entertainment,0.01,0,0,0,0.02,竞速,任天堂GameCube
15498,Spirits and Demons: 5 Game Pack,2015,Focus Multimedia,0,0.02,0,0,0.02,杂项,个人电脑
15499,Rose to Tasogare no Kojou,2016,Nippon Ichi Software,0,0,0.02,0,0.02,动作,PlayStation Vita
15500,Army Rescue,2009,UFO Interactive,0.02,0,0,0,0.02,射击,任天堂Wii
15501,Azada,2012,Licensed 4U,0,0.02,0,0,0.02,益智,任天堂3DS
15502,ESPN MLS ExtraTime 2002,2002,Konami Digital Entertainment,0.01,0,0,0,0.02,体育,Xbox
15503,Zettai Meikyuu Grimm: Nanatsu no Kagi to Rakuen no Otome,2010,Karin Entertainment,0,0,0.02,0,0.02,杂项,PlayStation Portable
15504,Dreamer Series: Horse Trainer,2008,DreamCatcher Interactive,0.02,0,0,0,0.02,模拟,任天堂DS
15505,Hogs of War,2000,Infogrames,0.01,0.01,0,0,0.02,策略,PlayStation
15506,Katekyoo Hitman Reborn! Dream Hyper Battle!,2007,Marvelous Interactive,0,0,0.02,0,0.02,格斗,PlayStation 2
15507,Muchi Muchi Pork & Pink Sweets,2011,Cave,0,0,0.02,0,0.02,射击,Xbox 360
15508,Point Blank 3,2000,Namco Bandai Games,0.01,0.01,0,0,0.02,射击,PlayStation
15509,Meiji Toukyou Renka,2013,Broccoli,0,0,0.02,0,0.02,冒险,PlayStation Portable
15510,Sengoku Basara: Sanada Yukimura-Den,2016,Capcom,0,0,0.02,0,0.02,动作,PlayStation 3
15511,Hakuoki: Shinkai - Hana no Shou,2016,Idea Factory,0,0,0.02,0,0.02,冒险,PlayStation Vita
15512,Mushihimesama,2012,Cave,0,0,0.02,0,0.02,动作,Xbox 360
15513,Uru: Ages Beyond Myst,2003,Ubisoft,0,0.02,0,0,0.02,冒险,个人电脑
15514,Higurashi no Naku Koro ni: Jan,2009,AQ Interactive,0,0,0.02,0,0.02,杂项,PlayStation Portable
15515,Soukoku no Kusabi: Hiiro no Kakera 3 - Ashita e no Tobira,2012,Idea Factory,0,0,0.02,0,0.02,动作,PlayStation Portable
15516,Elvandia Story,2007,Spike,0,0,0.02,0,0.02,角色扮演,PlayStation 2
15517,Triggerheart Excelica Enhanced,2009,Alchemist,0,0,0.02,0,0.02,射击,PlayStation 2
15518,Puzzle Star Sweep,1997,Midas Interactive Entertainment,0.01,0.01,0,0,0.02,益智,PlayStation
15519,Battle Spirits: Kiseki no Hasha,2009,Namco Bandai Games,0,0,0.02,0,0.02,角色扮演,PlayStation Portable
15520,X-Plane 10 Global,2013,Aerosoft,0,0.02,0,0,0.02,模拟,个人电脑
15521,Chrysler Classic Racing,2008,Zoo Games,0.02,0,0,0,0.02,竞速,任天堂DS
15522,The Conveni 4,2006,Hamster Corporation,0,0,0.02,0,0.02,模拟,PlayStation 2
15523,The Cheetah Girls,2006,Disney Interactive Studios,0.01,0,0,0,0.02,杂项,任天堂Game Boy Advance
15524,Charlie's Angels,2003,Ubisoft,0.01,0,0,0,0.02,动作,任天堂GameCube
15525,WRC 2: FIA World Rally Championship,2011,Ubisoft,0,0.01,0,0,0.02,竞速,个人电脑
15526,uDraw Studio: Instant Artist,2011,THQ,0.01,0.01,0,0,0.02,杂项,Xbox 360
15527,Seitokai no Ichizon: DS-suru Seitokai,2010,Kadokawa Shoten,0,0,0.02,0,0.02,冒险,任天堂DS
15528,Teenage Mutant Ninja Turtles Double Pack,2006,Konami Digital Entertainment,0.01,0,0,0,0.02,动作,任天堂Game Boy Advance
15529,Prism Ark: Awake,2008,5pb,0,0,0.02,0,0.02,冒险,PlayStation 2
15530,Rozen Maiden: Duellwalzer,2006,Taito,0,0,0.02,0,0.02,冒险,PlayStation 2
15531,Rugby 06,2006,Electronic Arts,0.01,0,0,0,0.02,体育,Xbox
15532,Marvel Avengers: Battle for Earth,2012,Ubisoft,0.02,0,0,0,0.02,动作,Xbox 360
15533,Winter Blast: 9 Snow & Ice Games,2010,Destineer,0.02,0,0,0,0.02,体育,任天堂Wii
15534,Natsuiro High School: Seishun Hakusho,2015,D3Publisher,0,0,0.02,0,0.02,动作,PlayStation 3
15535,Kamen Rider: Battride War II,2014,Namco Bandai Games,0,0,0.02,0,0.02,动作,任天堂Wii U
15536,Shrek / Shark Tale Game Boy Advance Video,2006,Hasbro Interactive,0.01,0,0,0,0.02,杂项,任天堂Game Boy Advance
15537,Urban Chaos: Riot Response,2006,Eidos Interactive,0.01,0,0,0,0.02,射击,Xbox
15538,Ginga Fukei Densetsu: Sapphire,1995,Hudson Soft,0,0,0.02,0,0.02,射击,PC Engine
15539,Katekyoo Hitman Reborn!! Let's Ansatsu!? Nerawareta 10 Daime!,2007,Marvelous Interactive,0,0,0.02,0,0.02,动作,PlayStation 2
15540,The Mummy,2002,Ubisoft,0.01,0,0,0,0.02,动作,任天堂Game Boy Advance
15541,Guitar Freaks V3 & DrumMania V3,2007,Konami Digital Entertainment,0,0,0.02,0,0.02,模拟,PlayStation 2
15542,The Talos Principle,2015,Devolver Digital,0,0.02,0,0,0.02,益智,PlayStation 4
15543,The Crow: City of Angels,1997,Acclaim Entertainment,0.01,0.01,0,0,0.02,动作,PlayStation
15544,Legendary,2008,Atari,0,0.01,0,0,0.02,射击,个人电脑
15545,Snow Portable,2007,Prototype,0,0,0.02,0,0.02,冒险,PlayStation Portable
15546,Poyo Poyo Kansatsu Nikki,2012,IE Institute,0,0,0.02,0,0.02,动作,任天堂3DS
15547,Jinsei Game DS,2006,Atlus,0,0,0.02,0,0.02,杂项,任天堂DS
15548,Guitar Freaks & DrumMania: Masterpiece Gold,2007,Konami Digital Entertainment,0,0,0.02,0,0.02,模拟,PlayStation 2
15549,Broken Sword: The Sleeping Dragon,2003,THQ,0.01,0,0,0,0.02,冒险,Xbox
15550,Reversal Challenge,2009,Tommo,0.02,0,0,0,0.02,杂项,任天堂DS
15551,Wild West Shootout,2010,Unknown,0.01,0.01,0,0,0.02,射击,任天堂Wii
15552,Miyako,2010,Idea Factory,0,0,0.02,0,0.02,冒险,PlayStation Portable
15553,Motto NUGA-CEL!,2010,Idea Factory,0,0,0.02,0,0.02,冒险,PlayStation Portable
15554,Yu-Gi-Oh! GX: The Beginning of Destiny (JP sales),2007,Konami Digital Entertainment,0,0,0.02,0,0.02,策略,PlayStation 2
15555,11eyes: CrossOver,2010,5pb,0,0,0.02,0,0.02,冒险,PlayStation Portable
15556,Super Dodge Ball,1995,Technos Japan Corporation,0,0,0.02,0,0.02,体育,Neo Geo
15557,Tsuki ni Yori Sou Otome no Sahou: Hidamari no Hibi,2015,dramatic create,0,0,0.02,0,0.02,冒险,PlayStation Vita
15558,Gon: BakuBakuBakuBaku Adventure,2012,Namco Bandai Games,0,0,0.02,0,0.02,动作,任天堂3DS
15559,Style Book: Junior City,2006,Namco Bandai Games,0,0,0.02,0,0.02,杂项,任天堂DS
15560,Amatsumi Sora ni! Kumo no Hatate ni,2015,Prototype,0,0,0.02,0,0.02,冒险,PlayStation Vita
15561,Garfield's Nightmare,2007,Game Factory,0.01,0,0,0,0.02,平台跳跃,任天堂DS
15562,Earth Seeker,2011,Kadokawa Shoten,0,0,0.02,0,0.02,角色扮演,任天堂Wii
15563,Downtown Nekketsu Koushinkyoku: Soreyuke Daiundoukai All-Star Special,2015,Arc System Works,0,0,0.02,0,0.02,动作,PlayStation 3
15564,Lovely x Cation 1 & 2,2015,5pb,0,0,0.02,0,0.02,动作,PlayStation Vita
15565,Barbie as the Princess and the Pauper,2004,Vivendi Games,0.01,0,0,0,0.02,冒险,任天堂Game Boy Advance
15566,Blood Bowl: Legendary Edition,2010,Focus Home Interactive,0,0.01,0,0,0.02,体育,个人电脑
15567,Tantei Opera: Milky Holmes,2010,Unknown,0,0,0.02,0,0.02,冒险,PlayStation Portable
15568,Pirates of the Burning Sea,2008,Koch Media,0,0.01,0,0,0.02,角色扮演,个人电脑
15569,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.8,2016,Namco Bandai Games,0,0,0.02,0,0.02,杂项,PlayStation 3
15570,Mary King's Riding School 2,2009,Midas Interactive Entertainment,0,0.02,0,0,0.02,模拟,任天堂Wii
15571,Micro Machines V4,2006,Codemasters,0.01,0,0,0,0.02,竞速,PlayStation Portable
15572,Entaku no Seito: The Eternal Legend,2012,Kadokawa Games,0,0,0.02,0,0.02,角色扮演,PlayStation Portable
15573,New Atelier Rorona: Hajimari no Monogatari,2015,Tecmo Koei,0,0,0.02,0,0.02,动作,任天堂3DS
15574,WorldShift,2009,Playlogic Game Factory,0.02,0,0,0,0.02,策略,个人电脑
15575,The Crew: Wild Run,2015,Ubisoft,0,0.02,0,0,0.02,动作,个人电脑
15576,Casper's Scare School: Spooky Sports Day,2009,Blast! Entertainment Ltd,0.02,0,0,0,0.02,体育,任天堂DS
15577,7 Roses: A Darkness Rises,2015,Avanquest Software,0,0.02,0,0,0.02,杂项,个人电脑
15578,My Hero: Doctor,2009,Majesco Entertainment,0.02,0,0,0,0.02,动作,任天堂DS
15579,Sega Ages 2500 Series Vol. 29: Monster World Complete Collection,2007,Sega,0,0,0.02,0,0.02,角色扮演,PlayStation 2
15580,Bakumatsu Rock: Ultra Soul,2014,Marvelous Interactive,0,0,0.02,0,0.02,杂项,PlayStation Vita
15581,Metal Fight Beyblade Portable: Chouzetsu Tensei Vulcan Horses,2010,Takara Tomy,0,0,0.02,0,0.02,动作,PlayStation Portable
15582,Cabela's Alaskan Adventure,,Unknown,0.01,0.01,0,0,0.02,体育,PlayStation 2
15583,Elf Bowling 1 & 2,2005,Ignition Entertainment,0.02,0,0,0,0.02,体育,任天堂DS
15584,Niko Puchi Girls Runway,2015,Happinet,0,0,0.02,0,0.02,杂项,任天堂3DS
15585,MotoGP 14,2014,Milestone S.r.l.,0,0.01,0,0,0.02,竞速,PlayStation Vita
15586,Bomberman 2,2008,Hudson Soft,0,0.01,0,0,0.02,益智,任天堂DS
15587,Arabians Lost: The Engagement on Desert,2007,Prototype,0,0,0.02,0,0.02,冒险,PlayStation 2
15588,Densha de Go! Tokubetsu-hen: Fukkatsu Shouwa no Yamatesen,2010,Square Enix,0,0,0.02,0,0.02,模拟,任天堂DS
15589,Summon Night Granthese: Horobi no Ken to Yakusoku no Kishi,2010,Namco Bandai Games,0,0,0.02,0,0.02,角色扮演,PlayStation 2
15590,Gakken DS: Shin TOEIC Test Kanzen Kouryaku,2007,Gakken,0,0,0.02,0,0.02,杂项,任天堂DS
15591,SD Gundam Sangokuden Brave Battle Warriors: Shin Mirisha Taisen,2010,Namco Bandai Games,0,0,0.02,0,0.02,动作,任天堂DS
15592,Peggle Nights,2008,PopCap Games,0,0.01,0,0,0.02,益智,个人电脑
15593,Starry ? Sky: After Summer,2013,Asgard,0,0,0.02,0,0.02,杂项,PlayStation Portable
15594,Puzzle Guzzle,2007,DHM Interactive,0.02,0,0,0,0.02,益智,PlayStation Portable
15595,ESPN NFL Primetime 2002,2002,Konami Digital Entertainment,0.01,0,0,0,0.02,体育,Xbox
15596,Gallop Racer Inbreed,2006,Tecmo Koei,0,0,0.02,0,0.02,体育,PlayStation 2
15597,Myth Makers: Super Kart GP,2007,Popcorn Arcade,0.01,0,0,0,0.02,竞速,任天堂Wii
15598,Red Ninja: End of Honor,2005,Vivendi Games,0.01,0,0,0,0.02,动作,Xbox
15599,Ketsui: Kizuna Jigoku Tachi Extra,2010,5pb,0,0,0.02,0,0.02,射击,Xbox 360
15600,Frisbee Disc Freestyle / Frisbee Disc Golf,2007,DSI Games,0.02,0,0,0,0.02,体育,任天堂DS
15601,Call of Duty: Modern Warfare Trilogy,2016,Activision,0,0.01,0,0,0.02,射击,PlayStation 3
15602,The King of Fighters Collection: The Orochi Saga (JP sales),2006,Ignition Entertainment,0,0,0.02,0,0.02,格斗,PlayStation 2
15603,Emergency 2012,2010,Rondomedia,0,0.02,0,0,0.02,模拟,任天堂DS
15604,Command & Conquer 3: Kane's Wrath,2008,Electronic Arts,0,0.01,0,0,0.02,策略,个人电脑
15605,Suzumiya Haruhi-Chan no Mahjong,2011,Kadokawa Shoten,0,0,0.02,0,0.02,杂项,PlayStation Portable
15606,Tsuki no Hikari: Shizumeru Kane no Satsujin,2002,Victor Interactive,0,0,0.02,0,0.02,冒险,PlayStation 2
15607,Aqua Panic!,2009,Neko Entertainment,0.01,0.01,0,0,0.02,益智,任天堂DS
15608,James Bond 007: Blood Stone,2010,Activision,0.02,0,0,0,0.02,射击,个人电脑
15609,Writing and Speaking Beautiful Japanese DS,,Unknown,0,0,0.02,0,0.02,杂项,任天堂DS
15610,Sega Ages 2500 Series Vol. 26: Dynamite Deka,2006,Sega,0,0,0.02,0,0.02,动作,PlayStation 2
15611,Kong: The Animated Series,2002,BAM! Entertainment,0.01,0,0,0,0.02,动作,任天堂Game Boy Advance
15612,Heavy Fire: Afghanistan,2011,Mastiff,0.02,0,0,0,0.02,射击,个人电脑
15613,Let's Dance with Mel B,2011,Black Bean Games,0,0.02,0,0,0.02,体育,Xbox 360
15614,Agatha Christie: Death on the Nile,2008,Big Fish Games,0,0.01,0,0,0.02,冒险,个人电脑
15615,The Crew: Wild Run,2015,Ubisoft,0,0.02,0,0,0.02,动作,Xbox One
15616,Toukiden 2,2016,Tecmo Koei,0,0,0.02,0,0.02,动作,PlayStation 3
15617,Koisuru Otome to Shugo no Tate Portable,2010,Alchemist,0,0,0.02,0,0.02,冒险,PlayStation Portable
15618,PachiPara 3D: Ooumi Monogatari 2 - Pachi Pro Fuuunroku Hana,2012,Irem Software Engineering,0,0,0.02,0,0.02,动作,任天堂3DS
15619,Nodame Cantabile: Tanoshii Ongaku no Jikan Desu,2010,Namco Bandai Games,0,0,0.02,0,0.02,杂项,任天堂DS
15620,Iridium Runners,2008,SouthPeak Games,0.01,0.01,0,0,0.02,竞速,PlayStation 2
15621,Ben 10 Omniverse 2,2013,Namco Bandai Games,0,0.02,0,0,0.02,动作,任天堂3DS
15622,"Shounen Onmyouji: Tsubasa Yoima, Ten e Kaere",2007,Kadokawa Shoten,0,0,0.02,0,0.02,冒险,PlayStation 2
15623,Bakumatsu Renka: Karyuu Kenshi-den,2007,D3Publisher,0,0,0.02,0,0.02,冒险,PlayStation 2
15624,Dancing on Ice,2010,Ghostlight,0,0.02,0,0,0.02,体育,任天堂DS
15625,Tiny Toon Adventures: Wacky Stackers,2001,Conspiracy Entertainment,0.01,0,0,0,0.02,益智,任天堂Game Boy Advance
15626,Princess Frontier Portable,2011,Alchemist,0,0,0.02,0,0.02,冒险,PlayStation Portable
15627,Rock Blast,2010,UFO Interactive,0.02,0,0,0,0.02,益智,任天堂Wii
15628,Touch Detective (JP sales),2006,505 Games,0,0,0.02,0,0.02,冒险,任天堂DS
15629,Tomb Raider: Legend,2006,Eidos Interactive,0,0.01,0,0,0.02,动作,个人电脑
15630,Emergency Mayhem,2008,Codemasters,0.02,0,0,0,0.02,竞速,任天堂Wii
15631,Rising Zan: The Samurai Gunman,1998,Agetec,0.01,0.01,0,0,0.02,动作,PlayStation
15632,Mai-Otome Hime: Otome Butou Shi,2006,Sunrise Interactive,0,0,0.02,0,0.02,格斗,PlayStation 2
15633,Robopon 2: Cross Version,2001,Hudson Entertainment,0.01,0,0,0,0.02,角色扮演,任天堂Game Boy Advance
15634,TMNT: Mutant Melee,2005,Konami Digital Entertainment,0.01,0,0,0,0.02,格斗,Xbox
15635,Ultimate Puzzle Games,2005,Telegames,0.01,0,0,0,0.02,益智,任天堂Game Boy Advance
15636,Combat Flight Simulator 3: Battle for Europe,2002,Microsoft Game Studios,0.01,0.01,0,0,0.02,模拟,个人电脑
15637,Kimikare: New Semester,2012,Idea Factory,0,0,0.02,0,0.02,动作,PlayStation Portable
15638,Katekyoo Hitman Reborn! Kindan no Yami no Delta,2008,Marvelous Interactive,0,0,0.02,0,0.02,动作,PlayStation 2
15639,Haneru no Tobira Wii: Girigirissu,2007,Namco Bandai Games,0,0,0.02,0,0.02,杂项,任天堂Wii
15640,RoboCop,2003,Titus,0.01,0,0,0,0.02,射击,Xbox
15641,Elminage II: Sousei no Megami to Unmei no Daichi,2009,Starfish,0,0,0.02,0,0.02,角色扮演,PlayStation Portable
15642,Lara Croft and the Temple of Osiris,2014,Square Enix,0,0.02,0,0,0.02,动作,个人电脑
15643,Final Fantasy XIV: Heavensward,2015,Square Enix,0.01,0.01,0,0,0.02,动作,个人电脑
15644,Grisaia no Rakuen: Le Eden de la Grisaia,2014,Prototype,0,0,0.02,0,0.02,冒险,PlayStation Vita
15645,Blazing Souls,2006,Idea Factory,0,0,0.02,0,0.02,角色扮演,PlayStation 2
15646,Seinaru Kana: Orichalcum no Na no Motoni,2012,CyberFront,0,0,0.02,0,0.02,动作,PlayStation Portable
15647,NHL 2K3,2002,Sega,0.01,0,0,0,0.02,体育,任天堂GameCube
15648,PDC World Championship Darts 2009,2009,Oxygen Interactive,0,0.02,0,0,0.02,体育,任天堂Wii
15649,Tour de France 2014,2014,Focus Home Interactive,0,0.02,0,0,0.02,体育,PlayStation 3
15650,The Hustle: Detroit Streets,2006,Activision,0.01,0,0,0,0.02,体育,Xbox
15651,Tail of the Sun,1996,ArtDink,0.01,0.01,0,0,0.02,角色扮演,PlayStation
15652,Canada Hunt,2010,Virtual Play Games,0.02,0,0,0,0.02,体育,任天堂Wii
15653,Space Channel 5: Ulala's Cosmic Attack,2002,Atari,0.01,0,0,0,0.02,杂项,任天堂Game Boy Advance
15654,Airline Tycoon,2000,Interplay,0,0.01,0,0,0.02,模拟,个人电脑
15655,Virtua Quest,,Unknown,0.01,0.01,0,0,0.02,角色扮演,PlayStation 2
15656,Disney Sports Basketball,2002,Konami Digital Entertainment,0.01,0,0,0,0.02,体育,任天堂Game Boy Advance
15657,Bejeweled Blitz,2010,Mastertronic,0,0.01,0,0,0.02,益智,个人电脑
15658,Ozzy & Drix,2003,Midway Games,0.01,0,0,0,0.02,平台跳跃,任天堂Game Boy Advance
15659,Barnyard Blast: Swine of the Night,2008,Big Ben Interactive,0.02,0,0,0,0.02,平台跳跃,任天堂DS
15660,SBK09 Superbike World Championship,2009,Black Bean Games,0,0.01,0,0,0.02,竞速,PlayStation 3
15661,Song of the Deep,2016,Insomniac Games,0.02,0,0,0,0.02,动作,个人电脑
15662,Yamasa Digi World SP: Moeyo! Kung Fu Shukujo,2006,Yamasa Entertainment,0,0,0.02,0,0.02,杂项,PlayStation 2
15663,Nobunaga no Yabou: Soutensoku with Power-Up Kit,2011,Tecmo Koei,0,0,0.02,0,0.02,策略,PlayStation Portable
15664,Disney Sports Football,2002,Konami Digital Entertainment,0.01,0,0,0,0.02,体育,任天堂GameCube
15665,Castle Shikigami 2,2004,Play It,0.01,0.01,0,0,0.02,射击,PlayStation 2
15666,Wizardry Twin Pack,2011,Acquire,0,0,0.02,0,0.02,角色扮演,PlayStation 3
15667,Rabbids Invasion: The Interactive TV Show,2014,Ubisoft,0,0.01,0,0,0.02,杂项,PlayStation 4
15668,Moe Star: Moeru Toudai Eigojuku,2008,Mirai Shounen,0,0,0.02,0,0.02,杂项,任天堂DS
15669,Gadget Racers (PAL),2002,Zoo Digital Publishing,0,0,0.02,0,0.02,竞速,PlayStation 2
15670,Pulse Racer,2003,Jaleco,0.01,0,0,0,0.02,竞速,Xbox
15671,Freestyle Metal X,2003,Midway Games,0.01,0,0,0,0.02,竞速,任天堂GameCube
15672,Tegami Bachi: Kokoro Tsumugu Mono e,2010,Konami Digital Entertainment,0,0,0.02,0,0.02,角色扮演,PlayStation Portable
15673,NEVES,2007,Ignition Entertainment,0.01,0,0,0,0.02,益智,任天堂DS
15674,Unreal Tournament 2004,2004,Atari,0,0.01,0,0,0.02,射击,个人电脑
15675,NBA 07,2006,Sony Computer Entertainment,0.01,0.01,0,0,0.02,体育,PlayStation 2
15676,Antiphona no Seikahime: Tenshi no Gakufu Op.A,2009,Nippon Ichi Software,0,0,0.02,0,0.02,角色扮演,PlayStation Portable
15677,Rogue Trooper,2006,Eidos Interactive,0.01,0,0,0,0.02,射击,Xbox
15678,Spirits & Spells,2003,Wanadoo,0.01,0,0,0,0.02,平台跳跃,任天堂GameCube
15679,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.2,2015,Namco Bandai Games,0,0,0.02,0,0.02,动作,PlayStation 3
15680,Balls of Fury,2007,Zoo Digital Publishing,0.02,0,0,0,0.02,体育,任天堂DS
15681,50 Classic Games,2012,Avanquest Software,0,0.02,0,0,0.02,杂项,任天堂3DS
15682,The Longest Journey,1999,Empire Interactive,0,0.01,0,0,0.02,冒险,个人电脑
15683,Eyeshield 21: Portable Edition,2006,Konami Digital Entertainment,0,0,0.02,0,0.02,角色扮演,PlayStation Portable
15684,Stronghold Legends,2006,Take-Two Interactive,0,0.01,0,0,0.02,策略,个人电脑
15685,Kabushiki Baibai Trainer: Kabutore! Next,2007,Konami Digital Entertainment,0,0,0.02,0,0.02,模拟,任天堂DS
15686,Machi: Unmei no Kousaten,2006,ChunSoft,0,0,0.02,0,0.02,冒险,PlayStation Portable
15687,Winning Post 8 2016,2016,Tecmo Koei,0,0,0.02,0,0.02,模拟,PlayStation 4
15688,Golden Nugget Casino DS,2005,Majesco Entertainment,0.02,0,0,0,0.02,杂项,任天堂DS
15689,Machi-ing Maker 4,2011,D3Publisher,0,0,0.02,0,0.02,策略,PlayStation 3
15690,World Class Rugby 2: Kokunai Gekitou Hen '93,1994,Misawa,0,0,0.02,0,0.02,体育,超级任天堂
15691,Pirates PlundArrr,2010,Majesco Entertainment,0.02,0,0,0,0.02,动作,任天堂Wii
15692,Robotics;Notes,2014,5pb,0,0,0.02,0,0.02,冒险,PlayStation Vita
15693,Ketsui Death Label,2008,Arika,0,0,0.02,0,0.02,射击,任天堂DS
15694,Prince of Stride,2015,Kadokawa Games,0,0,0.02,0,0.02,冒险,PlayStation Vita
15695,Syberia II,2004,MC2 Entertainment,0,0.01,0,0,0.02,冒险,个人电脑
15696,SD Gundam Force,2004,Namco Bandai Games,0.01,0,0,0,0.02,射击,任天堂Game Boy Advance
15697,Mechanic Master 2,2010,Crave Entertainment,0.02,0,0,0,0.02,益智,任天堂DS
15698,Dungeons - The Dark Lord,2011,Kalypso Media,0,0.01,0,0,0.02,策略,个人电脑
15699,Clover no Kuni no Alice: Wonderful Wonder World,2011,Quinrose,0,0,0.02,0,0.02,冒险,PlayStation Portable
15700,Shonen Jump's Yu-Gi-Oh! GX Card Almanac,,Konami Digital Entertainment,0,0,0.02,0,0.02,杂项,任天堂DS
15701,Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 9: CR Fever Captain Harlock,2007,D3Publisher,0,0,0.02,0,0.02,杂项,PlayStation 2
15702,Lost: Via Domus,2008,Ubisoft,0,0.01,0,0,0.02,动作,个人电脑
15703,Monster High 13 Wishes,2013,Little Orbit,0,0.02,0,0,0.02,动作,任天堂3DS
15704,GA - Geijutsuka Art Design Class: Slapstick Wonder Land,2010,Russel,0,0,0.02,0,0.02,冒险,PlayStation Portable
15705,Planetarian: Chiisana Hoshi no Yume,2009,Prototype,0,0,0.02,0,0.02,冒险,PlayStation Portable
15706,Roommate Asami: Okusama wa Joshikousei,2002,Datam Polystar,0,0,0.02,0,0.02,冒险,PlayStation 2
15707,Cabbage Patch Kids: The Patch Puppy Rescue,2007,D3Publisher,0.01,0,0,0,0.02,杂项,任天堂Game Boy Advance
15708,Sarah: Keeper of the Unicorn,2009,DreamCatcher Interactive,0.02,0,0,0,0.02,冒险,任天堂DS
15709,Pirates: Legend of the Black Buccaneer,2006,10TACLE Studios,0.01,0.01,0,0,0.02,冒险,PlayStation 2
15710,Back to the Future: The Game,2015,Telltale Games,0,0.02,0,0,0.02,冒险,Xbox One
15711,Post Mortem,2003,Microids,0,0.01,0,0,0.02,冒险,个人电脑
15712,Ultraman Star Chronicles,2013,Namco Bandai Games,0,0,0.02,0,0.02,策略,PlayStation Portable
15713,Ginga Tetsudou 999 DS,2010,Culture Brain,0,0,0.02,0,0.02,冒险,任天堂DS
